id,text,label
3530,please will you check last thing said.,general_confirm
3431,olly please stop.,general_commandstop
851,what is now stock price of tata,qa_stock
9317,please tell em the list of trains to chicago via california,transport_query
9370,can you find me a train ticket to montauk,transport_query
9498,find an uber on twenty ninth,transport_taxi
7937,what color is the sky,qa_factoid
8010,tell me the answer for two plus two,qa_maths
8468,list shops in douglasville ga,recommendation_locations
4344,you've done that right.,general_praise
8769,siri open twitter tweet @potus sucks,social_post
2097,remove dinner with mike from my calendar,calendar_remove
5622,cut wemo power please,iot_wemo_off
987,what are the train times for today,transport_query
5001,i would like the like in the kitchen to be a different color,iot_hue_lightchange
1096,what is the wake up time for my alarm i have set for the flight this weekend,alarm_query
9759,is there any traffic downtown right now,transport_traffic
1215,what alarms are coming up,alarm_query
3312,yeap it's confirmed.,general_affirm
2517,what's the time for neighboring city,datetime_query
4052,find the joke about the orange and the banana,general_joke
363,i think it is not correct response.,general_negate
7015,please play the song games by disturbed,play_music
1501,talk quieter please,audio_volume_down
5837,add milk to grocery list,lists_createoradd
4803,turn on the roomba for me,iot_cleaning
9598,order a train ticket to los angeles,transport_ticket
9586,could you make a train ticket for me,transport_ticket
801,define the moon for me,qa_definition
10976,call china king chinese restaurant,takeaway_order
6929,i want you to play this game for me,play_game
2638,what is the current day month and year,datetime_query
2219,remind me on fifth march of every year to arrange wedding anniversary presents,calendar_set
9325,what times do the trains run between here and the met,transport_query
2191,remind me to meet joe for lunch tomorrow,calendar_set
3380,please would you just cancel it.,general_commandstop
4256,"well done,.",general_praise
6460,email me the lyrics to this song,music_query
8050,what is twenty four times six,qa_maths
1500,you're too loud,audio_volume_down
9590,book me a return trip from edinburgh to london by train,transport_ticket
3806,"it is of no importance, olly.",general_dontcare
10195,what is the time difference between pacific and central,datetime_convert
9035,order two pizzas from dominoes,takeaway_order
5045,change the color of the lights in my house from white to yellow,iot_hue_lightchange
8986,i want to order some food,takeaway_order
10346,"any one would be okay with me, olly.",general_dontcare
3562,check last thing i said please.,general_confirm
2017,event remove,calendar_remove
4948,turn on the coffee pot,iot_coffee
8911,what is the latest from my feed,social_query
10876,current price of coca cola stock,qa_stock
4547,reset.,general_repeat
10592,add juice to my grocery list,lists_createoradd
7843,what was the first car made,qa_factoid
2742,when did dave matthews email me about the contract,email_query
51,it is too loud decrease the volume,audio_volume_down
6391,where is band playing,music_query
9932,open the weather app,weather_query
4889,please make me a cup of coffee,iot_coffee
10495,set my coffee machine,iot_coffee
5621,socket off,iot_wemo_off
527,increase the light in the room,iot_hue_lightup
6393,who is singing that song on now,music_query
7410,play npr on this station,play_radio
8771,send a tweet to national grid,social_post
8708,tweet my complaint on targets customer service,social_post
6278,my favorite music is rock from the early two thousands,music_likeness
10982,order one burger,takeaway_order
7448,the radio should play only on nine hundred and ninety nine fm,play_radio
3473,olly can you please shut off.,general_commandstop
8914,show me my social media notifications,social_query
10673,who wrote this song,music_query
8670,tweet starbucks and say that the customer service is awful,social_post
286,olly can you just stop.,general_commandstop
2845,has amy sent me any new emails,email_query
1880,do i have free time next tuesday to schedule a meeting,calendar_query
6537,repeat album,music_settings
10579,flip the wemo on,iot_wemo_on
6315,rate five,music_likeness
3322,yeah you've understood my instructions perfectly.,general_affirm
357,have any jokes,general_joke
4940,start coffee,iot_coffee
6850,begin playing the audiobook beauty and the beast,play_audiobook
10176,tell me how to cook meatballs,cooking_recipe
771,convert euros to dollars,qa_currency
6781,put on the god of small things,play_audiobook
4742,get the cleaning on,iot_cleaning
6018,please delete list titled kickball,lists_remove
658,find me any news from so clean the last six hours,news_query
1506,please turn the volume down,audio_volume_down
3393,would you stop.,general_commandstop
2513,what time of day is it in london,datetime_query
2136,remind me at the start of each month,calendar_set
5437,it's too dark in here,iot_hue_lighton
2837,jane doe,email_query
8043,do you know math,qa_maths
9647,read the ticket for tesla,transport_ticket
6418,what is the name of this musical group,music_query
4888,please make me nice coffee,iot_coffee
7944,how many cups in a quart,qa_factoid
3386,olly i want you just stop it.,general_commandstop
4760,turn cleaner robot on,iot_cleaning
3019,what is bob stevens phone number it is in my contacts,email_querycontact
7926,tell me about neal adams,qa_factoid
125,make a repeating reminder for my yoga practice every day at noon,calendar_set
4988,hey can you please make me a creamy coffee,iot_coffee
1652,mute for the next hour please,audio_volume_mute
8921,what was the last thing my mom said,social_query
10409,"wonderful work, you did well, olly.",general_praise
3461,would you just cancel it please.,general_commandstop
5080,i want to change the light colors,iot_hue_lightchange
10957,what are the latest tweets on my twitter account,social_query
7628,what is the dollar exchange rate,qa_currency
10608,please provide the contents of the list,lists_query
8702,tweet a disgusted face about mcdonalds,social_post
2566,what is today's date,datetime_query
7710,what is laptop,qa_definition
6704,can you put on the giver,play_audiobook
7599,what is the price of euro to u. s. d.,qa_currency
8908,what's trending on social media,social_query
10503,switch the lights to blue,iot_hue_lightchange
9353,take me to tnagar,transport_query
485,let's have a warm glow in the front room,iot_hue_lightchange
5852,new list please,lists_createoradd
8905,new updates,social_query
5872,read out the list,lists_query
4757,start robo vac,iot_cleaning
4581,please could you try what you've said once more.,general_repeat
5839,add new items in the remainder list,lists_createoradd
2120,create a meeting event in my calendar,calendar_set
4026,tell me the funniest joke that was ever told,general_joke
9565,confirm a travel ticket to german,transport_ticket
386,"that was cool, i appreciate it.",general_praise
3025,what is the home phone number for sarah,email_querycontact
4706,initiate cleaning process,iot_cleaning
9223,last take away order,takeaway_query
9589,travel book a train ticket,transport_ticket
8926,myspace,social_query
1647,don't speak for a while,audio_volume_mute
3620,will you check what i said please.,general_confirm
516,turn the living room's light off,iot_hue_lightoff
297,check the details please.,general_confirm
5077,change the lights in the living room to green and red,iot_hue_lightchange
8830,has anyone follow me today on twitter today,social_query
2462,what is the time difference between new york and lagos,datetime_convert
7910,what was the date when the plum street temple in cincinnati ohio was built,qa_factoid
10560,please turn up the lights in this room,iot_hue_lightup
8334,today's local events,recommendation_events
8319,any activity in the area,recommendation_events
4741,vacuum the living room in ten minutes,iot_cleaning
2138,on february fourteenth make dinner reservations at the restaurant,calendar_set
8676,hi olly post my last clicked photo on facebook with title marry christmas,social_post
9044,schedule pizza takeout for seven pm,takeaway_order
5802,please add list of friends to invite for the party,lists_createoradd
10028,what is the weather this friday,weather_query
7815,how far above sea level is denver,qa_factoid
7337,start my playlist on i heart radio,play_radio
5230,lower the light of hall percent,iot_hue_lightdim
9010,please order take from jason's deli,takeaway_order
792,what do you know about the statue of liberty,qa_definition
10158,give me an update on the election in one hour,calendar_set
6698,go back to animal farm,play_audiobook
3997,hey tell me a knock knock joke,general_joke
7353,play program on xmtune please,play_radio
4863,please make a coffee,iot_coffee
3141,send an email to peter and ask him how is he now can i do something to help him,email_sendemail
1316,remove the alarm for tomorrow,alarm_remove
5110,change my light color to yellow,iot_hue_lightchange
2128,set a reminder for john's birthday next week,calendar_set
820,calculate distance from boston to new york,qa_factoid
8922,what's happening on social media right now,social_query
1589,mute the audio,audio_volume_mute
3367,olly could you stop.,general_commandstop
6723,play magic run after thirty min,play_audiobook
467,make me a capuccino,iot_coffee
11092,when is the next time it will rain,weather_query
120,delete the party on june first from my calendar,calendar_remove
6664,what is currently breaking news,news_query
9707,google can you book me a ticket on the train for tomorrow,transport_ticket
6759,play the client by john grisham,play_audiobook
1722,make the speaker volume on maximum,audio_volume_up
5946,read my grocery list,lists_query
9006,order a large plain pizza from mimo's for me,takeaway_order
1133,what time are my alarms,alarm_query
1561,please pause the song,audio_volume_mute
6647,what's the news from source,news_query
3302,yeah you've got that perfectly.,general_affirm
4166,"hmm, not correct response.",general_negate
9347,how do i get to poughkeepsie from new york city,transport_query
321,"i would not mind to select any one, olly.",general_dontcare
3803,i don't mind to select any one.,general_dontcare
3840,"s2, do not get your answer.",general_explain
5217,lower hallway lights,iot_hue_lightdim
4286,ah that is great one.,general_praise
1845,shall we meet for today's party,calendar_query
9202,take out available louies,takeaway_query
4115,i am sorry but that is not the right answer.,general_negate
10453,would you do it again.,general_repeat
5285,turn the room light off,iot_hue_lightoff
5915,recite the schedules of the list,lists_query
5748,please update my grocery list with one gallon of two percent milk,lists_createoradd
4329,"it's helpful, musch appreciated, olly.",general_praise
7104,play me an upbeat song through your speakers,play_music
8254,what are the local events,recommendation_events
4534,when will you do my laundry,general_quirky
4499,do you think today will be nice out,general_quirky
4929,turn on coffee machine and make a pot of coffee,iot_coffee
4794,please set the vacuum to start going now,iot_cleaning
8873,give me some funny facebook posts,social_query
6769,continue playing where i left off,play_audiobook
1903,do i have any calendar events this month,calendar_query
5905,give me the shopping list,lists_query
3723,"any one will be ok with me, olly.",general_dontcare
9723,is the traffic bad enough that i should leave early,transport_traffic
8233,what are some local events,recommendation_events
8641,two thumbs down @companyname,social_post
1920,what's going on between three hundred and thirty and four,calendar_query
993,how long does it take to get from here to chicago by train,transport_query
10683,display volume strength on current track,music_settings
4648,tell me one more again please.,general_repeat
8286,can you find me a street fair in the neighborhood,recommendation_events
10033,what alarms are upcoming,alarm_query
260,yes you have got my instructions perfectly.,general_affirm
6893,open chess play against me,play_game
5739,add ketchup to the list,lists_createoradd
2287,how do i steam rice,cooking_recipe
10343,i don't really care.,general_dontcare
9467,call me a cab,transport_taxi
5896,i do have a to do list for today don't i,lists_query
43,please set an alarm clock for my next meeting with the team at three pm next friday,alarm_set
631,what movie is this song from,music_query
9465,can you book an uber for me,transport_taxi
8645,open twitter and add complaint on doctor patel's feed,social_post
7688,look up the definition to ambulance,qa_definition
2899,when is jacob's birthday,email_querycontact
6182,save the information which is provided by aman on this song,music_likeness
9377,find me a train ticket for the next trip to washington dc,transport_query
8730,tell comcast their customer service is slow,social_post
9999,tell me the temperature in pheonix,weather_query
2391,i want to cook italian dishes show me some,cooking_recipe
10511,can this room have green light,iot_hue_lightchange
9304,show directions to pondy,transport_query
7403,find the best rock station near my location and turn it on,play_radio
2876,check emails from gary for last hour,email_query
10845,how far does my dollar go in japan,qa_factoid
10012,it is very hot today is not it,weather_query
9316,tell me how to get from here to the chimes in covington,transport_query
9374,how do i get to starbucks,transport_query
10321,can you please check and confirm what just said.,general_confirm
918,tweet customer service not good for lpg service in my twitter account,social_post
7141,play my midnight love playlist,play_music
8875,what was the latest post,social_query
910,complain to amazon customer service for me,social_post
8888,do i have any new messages in twitter instagram or facebook,social_query
7553,what is the exchange rate between the us dollar and the aus dollar,qa_currency
10108,volume up,audio_volume_up
1877,do i have any thing going on at five,calendar_query
5478,hey olly turn up the lights a little,iot_hue_lightup
7179,what is my most played podcast,play_podcasts
3856,can you please clarify once again.,general_explain
7373,start playing fm ninety six point five when it is one pm,play_radio
6223,save opinion on song,music_likeness
2791,do i have a new email from eric,email_query
4091,"dammit, that's not what i meant.",general_negate
2922,where does tar work currently,email_querycontact
4364,"you did good job, thanks.",general_praise
2274,whats needed to make pizza,cooking_recipe
5823,make a new list for me,lists_createoradd
2779,check someone's recent emails,email_query
3842,will you further elaborate me on what you have said please.,general_explain
7600,is the exchange rate changed from yesterday,qa_currency
8209,please indicate the opening price of fra stock,qa_stock
3011,what's the address for alex,email_querycontact
5492,i can't see turn up the lights,iot_hue_lightup
1857,give me the reminders,calendar_query
1684,increase the volume please,audio_volume_up
6452,what kind of music am i into,music_query
3704,"have no idea, olly.",general_dontcare
9354,how much is a train ticket to san fransisco,transport_query
10166,set a reminder alert for saturday nine am towards payment of electricity bill,calendar_set
4,tell me when the next alarms are for,alarm_query
9903,will it be rainy tomorrow,weather_query
7532,what is the exchange rate between us and canada,qa_currency
10312,olly could you just cancel please.,general_commandstop
3583,i like you check what i last said please.,general_confirm
1272,get rid of my wake up alarm set for saturday,alarm_remove
9157,is gus's a take out place,takeaway_query
5826,start me a new list,lists_createoradd
9620,i need a ticket for a train ride to atlanta,transport_ticket
6454,what is this music called,music_query
1445,set alarm for saturday morning soccer practice at eight am,alarm_set
1390,set alarm for tomorrow six am,alarm_set
9981,what's the current temperature outside,weather_query
447,turn on the roomba,iot_cleaning
8919,social info,social_query
10259,find john smith from alabama,email_querycontact
664,what is the latest news about obamacare,news_query
11072,is the traffic free in some particular road,transport_traffic
4461,explain quantum physics to me in language i understand,general_quirky
1551,please reduce the speaker volume,audio_volume_down
7384,find me the local npr station,play_radio
2123,remind me every year on this date of,calendar_set
281,"olly that is enough, just stop it.",general_commandstop
5595,please mark the wemo socket to off,iot_wemo_off
4280,you are smart.,general_praise
1644,get yourself muted,audio_volume_mute
4909,start brewing please,iot_coffee
7747,mobile device explanation,qa_definition
1163,show alarms,alarm_query
29,set an alarm for nine am,alarm_set
4663,will you do it again please.,general_repeat
7633,give me the exchange rate between united states dollar and canadian dollar,qa_currency
5812,start a list,lists_createoradd
488,all lights colour to blue please,iot_hue_lightchange
2816,did you receive this person email,email_query
8170,google stock price,qa_stock
10519,lower the light to forty percent,iot_hue_lightdim
4683,i'd like to hear the last things spoke again.,general_repeat
5559,switch off the plug socket,iot_wemo_off
4170,please rectify the command.,general_negate
9076,order the usual from turiellos pizza,takeaway_order
5580,turn off my wemo socket,iot_wemo_off
2157,remember dinner on thursday at bistro italia,calendar_set
10665,please tell me the name of this band,music_query
3963,please will you further clarify me on that.,general_explain
10684,what's going on in the world these days,news_query
9922,what is the weather like in grand rapids mi,weather_query
7893,when is sunset,qa_factoid
7657,can you tell me what an chaise is,qa_definition
9613,confirm a railway reservation ticket to california,transport_ticket
1433,set alarm on twenty fifth may at five pm,alarm_set
1154,show me the alarms that are set,alarm_query
3542,please check and confirm the last thing said.,general_confirm
10951,log a complaint about smart tv to sony customer service,social_post
7173,i want to hear the latest podcast episode of s town,play_podcasts
6839,please continue playing odd thomas by dean koontz,play_audiobook
5955,whats on my list for the time being,lists_query
6836,restart american gods,play_audiobook
5245,lower the lights a little more,iot_hue_lightdim
9430,i am going to chinatown in half an hour book an uber for me,transport_taxi
5987,can i have my list,lists_query
7063,pull up my party playlist,play_music
1079,is there an alarm for ten am,alarm_query
6490,please repeat the current song is being played,music_settings
2547,what day is it on fifth december,datetime_query
7136,kenny roger's lady play,play_music
4197,"oh no, you did not get what i was searching for.",general_negate
5686,turn on the light socket,iot_wemo_on
1820,any upcoming events,calendar_query
8434,what's close by for dinner,recommendation_locations
5967,how many lists do i have,lists_query
2320,what goes with risotto,cooking_recipe
11067,which route has less traffic today,transport_traffic
6911,play for me the game star wars,play_game
5484,i need the lights raised can you do that,iot_hue_lightup
5770,i need to make a list of bills that are due,lists_createoradd
5612,turn off my wemo plug socket now,iot_wemo_off
8121,has my stock increased in value,qa_stock
655,what were the cities affected by the earthquake,news_query
6328,is this song ed sheeran,music_query
7100,i want to hear play that funky music,play_music
10441,are you happy today,general_quirky
2105,delete every event,calendar_remove
2533,is it monday today,datetime_query
7972,how many miles in five kilometers,qa_maths
497,hey olly make the lights a little dimmer,iot_hue_lightdim
3739,whatever would be ok to me.,general_dontcare
10544,turn house lights off,iot_hue_lightoff
10183,how to make chicken tikka,cooking_recipe
2680,add the new email to my contacts,email_addcontact
10977,please order some sushi for dinner,takeaway_order
4160,"nope, you are incorrect.",general_negate
5634,mute your android phone when you arrive at work,iot_wemo_off
3498,olly will you just stop it please.,general_commandstop
8936,what's new in facebook,social_query
9757,how long will it take to get home,transport_traffic
1448,please set the alarm for eight pm wednesday evening,alarm_set
4134,wrong i will repeat the command now.,general_negate
7675,siri what does survey mean,qa_definition
10582,if switch is on then turn on else turn off,iot_wemo_on
8999,what places can i order takeout from near by,takeaway_order
10534,please turn the lights off in the bathroom,iot_hue_lightoff
10506,house lights blue,iot_hue_lightchange
9263,when does the train from kansas city to iowa leave,transport_query
1126,how many alarms do i have,alarm_query
4211,"uhh no, you have done task all in wrong manner.",general_negate
6914,can you play a game with me,play_game
8168,tell me about the stock for shell,qa_stock
1239,remove all alarms,alarm_remove
5700,add a tab to the shopping list,lists_createoradd
9291,i want to go to mcdo,transport_query
5795,create a list of jewels to be bought,lists_createoradd
9779,show traffic in ohio,transport_traffic
2034,erase my appointment for march seven,calendar_remove
960,get me a turkey jimmy johns sub and set it to be delivered at five pm tonight,takeaway_order
600,get rid of peas,lists_remove
1962,remove my dinner event for monday,calendar_remove
10874,give me the opening stock price of acer computers,qa_stock
2396,can you eat sweet potato greens raw,cooking_recipe
10699,what is the news today in polk county florida,news_query
10084,no no turn it down,audio_volume_down
4430,how much can i bleed before i die,general_quirky
4565,tell me that once again.,general_repeat
591,can you remove this item from the list,lists_remove
3095,send this email to reply to the latest emails,email_sendemail
7858,how old are kim kardashian's children,qa_factoid
1336,please arrange to wake me up at three am alarm,alarm_set
8811,let me know if linda posts anything on my facebook today,social_query
353,look for a joke,general_joke
1065,are you sure its going to rain tomorrow,weather_query
503,turn off lights in bathroom,iot_hue_lightoff
8369,could you suggest some fun in new york,recommendation_events
760,find joel osteen's broadcast on sirius,play_radio
10835,define transcendet,qa_definition
4373,"i appreciate it, that's amazing.",general_praise
2390,how to make cheesecake,cooking_recipe
9460,book a taxi for me,transport_taxi
4090,"uhh no, i did not say this.",general_negate
1511,turn down the sound,audio_volume_down
7148,i want to listen to classical music,play_music
2374,instructions to make a meal,cooking_recipe
6884,please begin clash of clans,play_game
8339,what's around tonight,recommendation_events
9332,calculate the travel time if i go to orlando by train,transport_query
7142,play music that are classical only,play_music
10004,should i bring an umbrella today,weather_query
6180,i like the songs of yeshudas please play it,music_likeness
10958,tell me what's happening on instagram,social_query
1522,speak softer please,audio_volume_down
5965,pull up list,lists_query
4503,let's make some popcorn and watch an old movie together,general_quirky
5635,turn off wemo,iot_wemo_off
2422,if it is noon in virginia what time is it in california,datetime_convert
3224,yeap amazing response to command.,general_affirm
1485,can you set the alarm for one hundred and thirty,alarm_set
6997,co play game monopoly,play_game
11046,open lyft,transport_taxi
2155,please remind me for the function at miami tomorrow,calendar_set
10139,please clear my calendar for tomorrow,calendar_remove
10360,i can't get that.,general_explain
4092,thanks but i think that was not the correct command.,general_negate
4807,clear the dust and then on the cleaner,iot_cleaning
1026,book and pay for a train ticket to denver for saturday,transport_ticket
4755,put on the vacuum on now and clean the living room,iot_cleaning
985,directions please,transport_query
10124,do i have any appointments coming up,calendar_query
557,add these documents to the things i need to travel with,lists_createoradd
8717,tweet complaint to amazon products,social_post
7782,how would you describe a tennis ball,qa_definition
5869,tell me my list names,lists_query
6752,open the davinci code where i left off,play_audiobook
4568,would you tell me that once again.,general_repeat
7412,play the radio station rock one hundred and eight,play_radio
3165,send a request to martin,email_sendemail
7416,activate radio and tune into nine hundred and eighty nine,play_radio
7285,play musician play list,play_podcasts
10501,i'd like some red lighting,iot_hue_lightchange
8998,order a pizza,takeaway_order
9705,book a train ticket from mumbai to goa,transport_ticket
4172,"oh no, this was not what i was searching for.",general_negate
5447,increase the intensity of the lighting in the room,iot_hue_lightup
6106,scratch that one from the list,lists_remove
3317,you got that perfectly.,general_affirm
8734,let national grid know the power is out again,social_post
8226,what is terranova stock going for,qa_stock
8843,what is happening on facebook,social_query
518,can you turn off my desk lamp,iot_hue_lightoff
1839,what else is on the list,calendar_query
6115,remove a list please,lists_remove
10830,what is a monitor,qa_definition
2436,what time is twelve pm eastern time in pacific time,datetime_convert
174,what is the time difference between here and dakar,datetime_query
3068,send email to joanne@aol dot com and add as new contact,email_sendemail
5494,please put all the lights,iot_hue_lightup
9091,schedule a delivery from food at the nearby takeaway diner,takeaway_order
426,could you tell me the last one you just said again please.,general_repeat
8943,check instagram,social_query
3211,yeap you've got your understanding right.,general_affirm
5109,change the lights to red,iot_hue_lightchange
3242,yes you've done command exactly.,general_affirm
1005,call a taxi,transport_taxi
690,keep reading,play_audiobook
10032,olly find any alarms i have set for today,alarm_query
1571,please pause yourself,audio_volume_mute
201,check emails for unread emails from mom,email_query
8735,@nikesupport i need some assistance regarding some shoes i bought last week,social_post
9191,any restaurant in the beautiful,takeaway_query
375,i think you did a task all wrong.,general_negate
7850,what is the highest mountain in the world,qa_factoid
1406,alarm,alarm_set
2236,set a thanks giving event for friday,calendar_set
8016,how much is remaining after subtracting four from eight,qa_maths
6683,get me the latest news in new york,news_query
2637,what is the day today,datetime_query
6129,remove the santana music list,lists_remove
10948,please retweet this post on twitter,social_post
10744,can you play my music file,play_music
10066,ensure i have to get up at six in morning,alarm_set
4075,"uhh no, that's not what i am searching for.",general_negate
7422,i want to listen some music play a radio station,play_radio
900,please recommend a movie,recommendation_movies
2408,tell me the recipe for mashed potatoes,cooking_recipe
1176,did i remember to set a reminder alarm for my next doctor's appointment,alarm_query
1032,please purchase a amtrak ticket from las vegas nevada to lakeland florida leaving on the first of april,transport_ticket
2199,remind me of this meeting soon,calendar_set
5772,add a new list,lists_createoradd
3805,does not really matter with me.,general_dontcare
2508,what's the time in this time zone,datetime_query
9266,route to melbourne,transport_query
5280,turn the light off in the living room,iot_hue_lightoff
2380,i need a recipe for spaghetti,cooking_recipe
5138,light color change,iot_hue_lightchange
4498,give me some health tips,general_quirky
10575,please turn off wemo socket,iot_wemo_off
1393,one am set,alarm_set
4169,sorry but that's not the correct response.,general_negate
541,shut the smart socket down,iot_wemo_off
4900,make the coffee,iot_coffee
7776,define organism,qa_definition
5199,lower the brightness,iot_hue_lightdim
3026,where does fred work,email_querycontact
6305,thumbs up this song,music_likeness
6134,remove event from my list,lists_remove
4868,can you make coffee,iot_coffee
4617,will you say what you have just said once more please.,general_repeat
1323,delete my alarm for eight am,alarm_remove
5870,tell me what's on my holiday list,lists_query
8763,what is the customer service feedback,social_post
8284,searching on holidays in my location,recommendation_events
4749,vacuum the house,iot_cleaning
1265,get rid of my current alarms,alarm_remove
777,u. s. d. to g. b. p.,qa_currency
336,again elaborate.,general_explain
670,what is the current state of brexit negotiations,news_query
5605,turn off the fan in the master bedroom,iot_wemo_off
2137,add my car payment on the twelfth in my calendar,calendar_set
6667,any local news stories for my home city,news_query
6559,what is the news today,news_query
3791,"i have no idea for what to do, olly.",general_dontcare
4397,can you explain string theory to me,general_quirky
4513,i saw a bulldog today,general_quirky
11060,book me a train ticket to newcastle,transport_ticket
2245,schedule my meeting with my girlfriend lisa in the night today at nine pm,calendar_set
10419,thank you.,general_praise
3407,could you please shut down.,general_commandstop
7546,what's the exchange rates,qa_currency
1480,set an alarm at six am tomorrow,alarm_set
9095,give me the best pizza deals offered today,takeaway_order
5737,add chives to my shopping list,lists_createoradd
3133,send an email to emma,email_sendemail
6080,delete list,lists_remove
558,start a new list,lists_createoradd
10643,please save my rating on this song it is five stars please,music_likeness
8626,deadpool,recommendation_movies
2567,what day of the week does christmas fall on this year,datetime_query
3875,i could not understand this.,general_explain
7254,please play the next episode,play_podcasts
7382,please start the radio,play_radio
5804,can you add cups to my grocery list,lists_createoradd
6521,please lower the shuffle rate of hips don't lie,music_settings
4514,why people like movies,general_quirky
3465,i would like you just cancel.,general_commandstop
5543,please increase the brightness in this room,iot_hue_lightup
5757,i need to make a grocery list,lists_createoradd
3000,find jhonny's address,email_querycontact
1468,please set alarm at five pm,alarm_set
9630,i need to book rajdhani train ticket from mumbai to ahmedabad,transport_ticket
3976,say joke,general_joke
184,august fifteenth is what day of the week,datetime_query
10707,read to me,play_audiobook
3032,call vikki,email_querycontact
5581,turn off the smart socket,iot_wemo_off
2112,set rotating event,calendar_set
10768,play podcast a,play_podcasts
2592,please alert me to the time,datetime_query
3223,amazing response to the command.,general_affirm
3712,do not really bother.,general_dontcare
2949,do i have the address for the apple store in my contacts,email_querycontact
119,delete all my events for tomorrow,calendar_remove
6690,any recent news about north korea,news_query
8634,what movie do you recommend tonight,recommendation_movies
5499,switch up the color of the lights in the house,iot_hue_lightup
7200,play the previous podcast,play_podcasts
6767,play audio,play_audiobook
4636,start over.,general_repeat
1,alarm settings,alarm_query
922,hashtag loving this weather post to twitter,social_post
7222,ted talks,play_podcasts
576,please show me lists,lists_query
9902,whether it would be sunny in califonia,weather_query
237,send new email to jana dot litt at gmail dot com,email_sendemail
6384,what is the name of the lead singer in this band,music_query
1653,please mute yourself,audio_volume_mute
4557,please say what you've just said once again.,general_repeat
8572,what is the best movie to watch with a glass of wine,recommendation_movies
4056,hey olly have you heard any funny jokes lately,general_joke
5242,darken,iot_hue_lightdim
3516,did you get it correctly?,general_confirm
5366,turn off the light in the kitchen,iot_hue_lightoff
4124,"dammit, it isn't what i am looking for.",general_negate
9212,can i get delivery from here,takeaway_query
1842,please tell me when's my financial meeting,calendar_query
9987,am i going to swim or work today,weather_query
